映射编号,问题编号,指标编号,指标名称,本指标观察含义,本问题机制,支持证据组合,反向证据组合,替代解释,本问题边界,共享证据组,来源编号
MAP0439,D3,C041,居民人均财产净收入,拆分居民可支配收入来源及城乡差别。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,C_S04
MAP0440,D3,C042,居民人均转移净收入,拆分居民可支配收入来源及城乡差别。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-住户调查,C_S04
MAP0441,D3,C043,基本养老保险参保人数,观察养老制度覆盖规模。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-C_S02,C_S02
MAP0442,D3,C044,基本医疗保险参保人数,观察医疗保障制度覆盖。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-C_S07,C_S07
MAP0443,D3,C045,基本医保住院费用目录内基金支付比例,衡量制度内住院费用分担。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-C_S07,C_S07
MAP0444,D3,C046,基本医疗保险基金收入,观察医疗保障资金收支规模。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-C_S07,C_S07
MAP0445,D3,C047,基本医疗保险基金支出,观察医疗保障资金收支规模。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-C_S07,C_S07
MAP0446,D3,C048,最低生活保障人数,识别基本生活救助覆盖规模。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-C_S02,C_S02
MAP0447,D3,C056,城镇非私营单位就业人员年平均工资,观察单位就业人员劳动收入水平及行业、登记类型或岗位差异。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-城镇单位工资,C_S15
MAP0448,D3,C057,城镇私营单位就业人员年平均工资,观察单位就业人员劳动收入水平及行业、登记类型或岗位差异。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-城镇单位工资,C_S15
MAP0449,D3,C058,规模以上企业就业人员分岗位年平均工资,观察单位就业人员劳动收入水平及行业、登记类型或岗位差异。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-城镇单位工资,C_S15
MAP0450,D3,R004,机构部门可支配总收入,连接部门收入、支出与资金余缺；需结合相邻账户解释变化。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-资金流量,R_FOF
MAP0451,D3,R005,机构部门实物社会转移,连接部门收入、支出与资金余缺；需结合相邻账户解释变化。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-资金流量,R_FOF
MAP0452,D3,R006,机构部门调整后可支配总收入,连接部门收入、支出与资金余缺；需结合相邻账户解释变化。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-资金流量,R_FOF
MAP0453,D3,R007,机构部门实际最终消费,连接部门收入、支出与资金余缺；需结合相邻账户解释变化。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-资金流量,R_FOF
MAP0454,D3,R013,住户部门可支配总收入占比,住户部门在国内可支配总收入中的份额。比较变化需同时看分子与分母。,不同收入群体的资源、负担和保障差异可能影响消费能力，但需要群体消费证据。,收入分组、城乡差异、消费和保障证据共同支持受益面判断。,收入分布变化却没有匹配群体消费数据。,生命周期、家庭规模、住房负担、资产与收入不同。,无分组消费资料时不估算各收入组边际消费倾向；收入五等份不是财富五等份。,EG-资金流量,R_FOF
