记录类型,记录编号,问题编号,指标编号,维度编号,维度/层级,覆盖状态,已核验成员/分类,来源编号,覆盖依据,限制/版本,核验性质
覆盖检查,CV02625,S2,C044,DIM-IND,行业,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02626,D3,C044,DIM-IND,行业,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02627,S2,C044,DIM-FIRM,企业类型,不适用,,C_S07,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02628,D3,C044,DIM-FIRM,企业类型,不适用,,C_S07,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02629,S2,C044,DIM-HH,居民群体,已覆盖,职工医保；城乡居民医保；在职职工；退休职工,C_S07,第一部分分制度，职工再分在职退休。,目录内支付比例并非每类都分在职退休。,已读原表/定义；仅所列范围
覆盖检查,CV02630,D3,C044,DIM-HH,居民群体,已覆盖,职工医保；城乡居民医保；在职职工；退休职工,C_S07,第一部分分制度，职工再分在职退休。,目录内支付比例并非每类都分在职退休。,已读原表/定义；仅所列范围
覆盖检查,CV02631,S2,C044,DIM-SEC,机构部门,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02632,D3,C044,DIM-SEC,机构部门,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02633,D3,C045,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S07,职工84.1%、居民66.0%；三级/二级/一级及以下分列。,,已读原表/定义；仅所列范围
覆盖检查,CV02634,D3,C045,DIM-PROV,省级,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02635,D3,C045,DIM-PREF,地级,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02636,D3,C045,DIM-IND,行业,部分覆盖,三级医疗机构；二级医疗机构；一级及以下含未定级医疗机构,C_S07,住院目录内比例按机构等级列值。,机构等级非国民经济行业。,已读原表/定义；仅所列范围
覆盖检查,CV02637,D3,C045,DIM-FIRM,企业类型,不适用,,C_S07,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02638,D3,C045,DIM-HH,居民群体,已覆盖,职工医保；城乡居民医保,C_S07,第一部分两制度各待遇享受段。,,已读原表/定义；仅所列范围
覆盖检查,CV02639,D3,C045,DIM-SEC,机构部门,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02640,D3,C046,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S07,第一部分：2025年35921.32亿元。,,已读原表/定义；仅所列范围
覆盖检查,CV02641,D3,C046,DIM-PROV,省级,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02642,D3,C046,DIM-PREF,地级,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02643,D3,C046,DIM-IND,行业,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02644,D3,C046,DIM-FIRM,企业类型,不适用,,C_S07,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02645,D3,C046,DIM-HH,居民群体,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02646,D3,C046,DIM-SEC,机构部门,部分覆盖,职工医保基金（含生育）；居民医保基金；职工统筹基金；职工个人账户,C_S07,第一部分基金收支段。,基金不是国民账户机构部门，分项含交叉包含关系。,已读原表/定义；仅所列范围
覆盖检查,CV02647,D3,C047,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S07,第一部分：2025年30055.19亿元。,,已读原表/定义；仅所列范围
覆盖检查,CV02648,D3,C047,DIM-PROV,省级,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02649,D3,C047,DIM-PREF,地级,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02650,D3,C047,DIM-IND,行业,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02651,D3,C047,DIM-FIRM,企业类型,不适用,,C_S07,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02652,D3,C047,DIM-HH,居民群体,无稳定公开数据,,C_S07,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02653,D3,C047,DIM-SEC,机构部门,部分覆盖,职工医保基金（含生育）；居民医保基金；职工统筹基金；职工个人账户,C_S07,第一部分基金收支段。,基金不是国民账户机构部门，分项含交叉包含关系。,已读原表/定义；仅所列范围
覆盖检查,CV02654,D3,C048,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S02,第九部分：2025年城市595、农村3340万人。,,已读原表/定义；仅所列范围
覆盖检查,CV02655,D3,C048,DIM-PROV,省级,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02656,D3,C048,DIM-PREF,地级,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02657,D3,C048,DIM-IND,行业,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02658,D3,C048,DIM-FIRM,企业类型,不适用,,C_S02,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02659,D3,C048,DIM-HH,居民群体,已覆盖,城市低保；农村低保,C_S02,第九部分。,未核验31省标准或人数统一表。,已读原表/定义；仅所列范围
覆盖检查,CV02660,D3,C048,DIM-SEC,机构部门,无稳定公开数据,,C_S02,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02661,S1,C049,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S09,一览表：2025年389134；水44802、火153904、核6248、风64001、太阳能120173。,,已读原表/定义；仅所列范围
覆盖检查,CV02662,S2,C049,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S09,一览表：2025年389134；水44802、火153904、核6248、风64001、太阳能120173。,,已读原表/定义；仅所列范围
覆盖检查,CV02663,S4,C049,DIM-NAT,全国,已覆盖,全国（具体统计边界见定义）,C_S09,一览表：2025年389134；水44802、火153904、核6248、风64001、太阳能120173。,,已读原表/定义；仅所列范围
覆盖检查,CV02664,S1,C049,DIM-PROV,省级,无稳定公开数据,,C_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02665,S2,C049,DIM-PROV,省级,无稳定公开数据,,C_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02666,S4,C049,DIM-PROV,省级,无稳定公开数据,,C_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02667,S1,C049,DIM-PREF,地级,无稳定公开数据,,C_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02668,S2,C049,DIM-PREF,地级,无稳定公开数据,,C_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02669,S4,C049,DIM-PREF,地级,无稳定公开数据,,C_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02670,S1,C049,DIM-IND,行业,已覆盖,水电；火电；核电；风电；太阳能,C_S09,表内分项。,本轮未核验省级装机。,已读原表/定义；仅所列范围
覆盖检查,CV02671,S2,C049,DIM-IND,行业,已覆盖,水电；火电；核电；风电；太阳能,C_S09,表内分项。,本轮未核验省级装机。,已读原表/定义；仅所列范围
覆盖检查,CV02672,S4,C049,DIM-IND,行业,已覆盖,水电；火电；核电；风电；太阳能,C_S09,表内分项。,本轮未核验省级装机。,已读原表/定义；仅所列范围
覆盖检查,CV02673,S1,C049,DIM-FIRM,企业类型,无稳定公开数据,,C_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02674,S2,C049,DIM-FIRM,企业类型,无稳定公开数据,,C_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02675,S4,C049,DIM-FIRM,企业类型,无稳定公开数据,,C_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV02676,S1,C049,DIM-HH,居民群体,不适用,,C_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02677,S2,C049,DIM-HH,居民群体,不适用,,C_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02678,S4,C049,DIM-HH,居民群体,不适用,,C_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV02679,S1,C049,DIM-SEC,机构部门,无稳定公开数据,,C_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
